,Identificador,SMILES,Nombre,EGFR,MAPK1,SRC,STAT3,mean,BBB,Targets,peso_molecular,logP,donadores_H,aceptores_H,violaciones
4886,CNP0337479.2,C=C(CC[C@@H](C)[C@H]1[C@@H](O)[C@@H](O)[C@@H]2[C@]1(C)CCC1[C@@]3(C)CC[C@H](O)CC3[C@@H](O)C[C@]12O)[C@H](C)CO,,0.9354658,0.9185072,0.165,0.2122184015628755,0.5577978503907188,0.105,EGFR MAPK1,480.68600000000026,2.6344000000000007,6.0,6.0,1.0
4894,CNP0430412.1,C=C(CC[C@@H]1CCCC(=O)C1(C)C)C[C@H](O)/C=C(\C)CC(=O)NCCC1=CC=CC=C1,,0.97940385,0.9013569,0.18,0.0572752780336417,0.5295090070084104,0.7390000000000001,EGFR MAPK1,425.6130000000002,5.164500000000005,2.0,3.0,1.0
4916,CNP0168780.1,C[C@H](/C=C/[C@@H]1C[C@H]1C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3,"(25R)-5alpha,8alpha-epidioxy-24R,26-cyclo-cholest-6,22E-dien-3beta-ol",0.9451325,0.9015262,0.245,0.0101717676526716,0.525457616913168,0.0,EGFR MAPK1,412.6140000000002,5.837500000000007,1.0,3.0,1.0
4923,CNP0432388.1,CC(=O)[C@@H]1[C@@H](/C=C(\C)C(=O)O)[C@H](/C(C)=C2\C(=O)C[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]23C)C[C@@H]1O,,0.92157173,0.92539847,0.265,0.5606920196783131,0.6681655549195783,0.7333333333333334,EGFR MAPK1,498.6600000000004,4.936700000000006,2.0,5.0,0.0
5010,CNP0468225.2,C=C(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)[C@]31O[C@H]1C[C@H]1C(C)(C)C(=O)CC[C@@]14C,,0.94446784,0.9430752,0.27,0.0840033585269124,0.5603865996317281,0.835,EGFR MAPK1,484.67700000000036,5.384700000000006,1.0,5.0,1.0
5131,CNP0355622.1,C[C@H](CCC=C(CO)CO)[C@H]1C[C@@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3,Ganoleuconin I,0.9233278,0.9476645,0.195,0.2700731556516383,0.5840163639129096,0.19,EGFR MAPK1,486.69300000000044,4.781900000000005,3.0,5.0,0.0
5139,CNP0545653.1,CCO[C@@H]1O[C@H]([C@H](O)CO[C@@H]2C[C@@H]3[C@@H](C[C@H]([C@@](C)(O)CO)CC[C@@]3(C)O)[C@H]2C)[C@H](O)[C@H]1O,Xylarioxide B,0.92680407,0.91742665,0.285,0.1079724205474327,0.5593007851368582,0.2,EGFR MAPK1,462.5800000000002,-0.21769999999999784,6.0,9.0,1.0
5140,CNP0545653.2,CCO[C@@H]1O[C@H]([C@H](O)CO[C@@H]2C[C@@H]3[C@@H](C[C@H]([C@](C)(O)CO)CC[C@@]3(C)O)[C@H]2C)[C@H](O)[C@H]1O,Xylarioxide C,0.92680407,0.91742665,0.285,0.1079724205474327,0.5593007851368582,0.07,EGFR MAPK1,462.5800000000002,-0.21769999999999784,6.0,9.0,1.0
5151,CNP0106258.3,C/C(=C\C(O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O,23-Hydroxymangiferonic acid,0.93128735,0.9162966,0.16,0.0903628396431527,0.5244866974107881,0.02,EGFR MAPK1,470.6940000000004,6.4126000000000065,2.0,3.0,1.0
5168,CNP0073472.1,CO[C@@H]1C[C@H]2C(C)(C)C(=O)CC[C@]2(C)C2=C1[C@]1(C)CC[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@@]1(C)CC2,"(24E)-7alpha-methoxy-3-oxolanosta-8,24-dien-26-oic acid",0.9079176,0.9416613,0.245,0.1859005159872697,0.5701198539968174,0.01,EGFR MAPK1,484.7210000000004,7.376900000000009,1.0,3.0,1.0
5173,CNP0261840.1,CC(C)=CCCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)[C@H](O)C[C@H](O)C(C)(C(=O)O)[C@@H]1CC3=O,Fomitellic acid D,0.9318737,0.9486392,0.275,0.1244802560287154,0.5699982890071789,0.145,EGFR MAPK1,486.6930000000002,5.693600000000006,3.0,4.0,1.0
5230,CNP0367018.2,CO[C@H]([C@@H](C)[C@H]1O[C@]1(C)CC(C)(O)/C=C/C=C(\C)[C@H]1O[C@@H](CC(=O)O)CC[C@@H]1C)[C@@H](C)O,GEX1Q2,0.9816792,0.9559174,0.302,0.0295165575927679,0.567278289398192,0.5566666666666666,EGFR MAPK1,454.60400000000027,3.4778000000000016,3.0,6.0,0.0
5232,CNP0073478.1,C=C1CC[C@@H]2[C@](C)(CC[C@@]3(C)O[C@H](C=C(C)C)C[C@@]23C)[C@@H]1CC1=C(O)C(C)=C(C)OC1=O,Higginsianin A,0.9672802,0.91847014,0.3,0.0435003421620133,0.5573126705405033,0.6783333333333335,EGFR MAPK1,440.62400000000025,6.4073400000000085,1.0,4.0,1.0
5240,CNP0261840.2,CC(C)=CCCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)[C@H](O)C[C@@H](O)C(C)(C(=O)O)[C@@H]1CC3=O,fomitellic acid B,0.9318737,0.9486392,0.275,0.1244802560287154,0.5699982890071789,0.0,EGFR MAPK1,486.6930000000002,5.693600000000006,3.0,4.0,1.0
5282,CNP0205551.2,C/C(=C\CC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O,Ganolucidic Acid E,0.90499747,0.9382175,0.225,0.3064336938673761,0.5936621659668441,0.01,EGFR MAPK1,484.6770000000004,5.901800000000006,2.0,4.0,1.0
5304,CNP0145866.1,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C([C@H](O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O,"(E,6R)-6-[(5R,10S,11R,13R,14R,17R)-11-hydroxy-4,4,10,13,14-pentamethyl-3,7-dioxo-2,5,6,11,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enoic acid",0.97124475,0.95416766,0.26,0.2766636840416769,0.6155190235104191,0.1883333333333333,EGFR MAPK1,484.67700000000036,5.901800000000005,2.0,4.0,1.0
5346,CNP0153873.2,C/C=C(\C)[C@H]1[C@@H](/C=C/C=C(\C)C(=O)C(C)CO)[C@@H]2C[C@@H]3O[C@]3(C)C[C@H]2[C@@H]2O[C@@]21C,Fusarielin D,0.9053351,0.9014311,0.307,0.0861063305506342,0.5499681326376585,0.05,EGFR MAPK1,400.5590000000002,4.239800000000004,1.0,4.0,0.0
5371,CNP0072467.1,C/C(C(=O)O)=C1\CC[C@@H]2[C@@](C)(CC[C@]3(C)[C@@H]([C@H](C)CC/C=C(\C)C(=O)O)CC[C@@]23C)[C@@H]1CCCO,"(24E)-3,4-seco-cucurbita-4,24-diene-3-hydroxy-26,29-dioic acid",0.9325374,0.96817887,0.22,0.094715446097219,0.5538579290243048,0.02,EGFR MAPK1,488.7090000000004,6.8561000000000085,3.0,3.0,1.0
5373,CNP0355663.1,C/C(=C\[C@@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1CC3=O)C(=O)O,Hainanic acid A,0.9441812,0.9380175,0.25,0.141335943885262,0.5683836609713155,0.06,EGFR MAPK1,484.67700000000036,5.901800000000005,2.0,4.0,1.0
5377,CNP0468246.1,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4C5=C(CC[C@H]32)C(=O)N(CCO)[C@H]5C[C@@]4(C)O)O1,Bipolarolide G,0.9480827,0.94618213,0.345,0.1888621263079635,0.6070317390769908,0.175,EGFR MAPK1,443.6280000000002,3.9872000000000036,2.0,4.0,0.0
5409,CNP0219523.1,C/C(=C\CCC(C)[C@H]1CC[C@@]2(C)C3=C([C@H](O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)CO,"3beta,11alpha-dihydroxy-7-oxo-5alpha-lanost-8,24E-dien-26-ol",0.93434656,0.91221225,0.24,0.1145053686869041,0.5502660446717259,0.03,EGFR MAPK1,472.7100000000003,5.601300000000006,3.0,4.0,1.0
5422,CNP0120816.1,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,"(5R,10S,13R,14R,17R)-17-[(2R)-7-hydroxy-6-(hydroxymethyl)hept-5-en-2-yl]-4,4,10,13,14-pentamethyl-2,5,6,11,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthrene-3,7-dione",0.93226933,0.94349074,0.22,0.2320579597019975,0.5819545074254995,0.15,EGFR MAPK1,470.69400000000036,5.811100000000006,2.0,4.0,1.0
5441,CNP0205392.1,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@@H]2C[C@H]3O[C@@H]2[C@]1(O)O[C@H]3[C@@H](C)[C@H](C)O,Mupirocin F2,0.99120444,0.9523448,0.355,0.1306394402147892,0.6072971700536972,0.03,EGFR MAPK1,498.61300000000017,2.958100000000002,3.0,8.0,0.0
5443,CNP0456141.1,CC1=C[C@@H]2CCC[C@H](C)[C@H]2[C@@H]([C@@H](O)[C@@]2(C)OCC=C2/C=C/C(=O)O)C(C(=O)[C@H](C)O)=C1,Wheldone,0.91492236,0.9020821,0.14,0.1352315991634567,0.5230590147908643,0.0,EGFR MAPK1,430.5410000000002,3.2082000000000015,3.0,5.0,0.0
5446,CNP0577513.2,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@H]3O)C(C)C,Antcamphorol J,0.9340511,0.9137415,0.275,0.0912333460435985,0.5535064865108996,0.025,EGFR MAPK1,440.66800000000023,6.302900000000008,1.0,3.0,1.0
5466,CNP0071392.1,CC1(C)OC[C@]2(C)[C@@H](CC[C@@]3(C)[C@H]2[C@@H](O)C[C@H]2C[C@@H]4C[C@@]23CC[C@]4(O)CO)O1,Aphidicolin A4,0.94733137,0.9097688,0.245,0.2460175374646655,0.5870294268661663,0.425,EGFR MAPK1,394.55200000000025,2.854900000000002,3.0,5.0,0.0
5473,CNP0191388.1,C=C(CC/C=C1\CC[C@H]2[C@@]34CC[C@H]5C[C@@H](O)CC[C@]5(CO3)[C@H]4CC[C@]12C)C(C)C,Abscisterol D,0.9820573,0.9159429,0.235,0.4060957474920368,0.6347739868730092,0.3116666666666667,EGFR MAPK1,398.6310000000002,6.441700000000007,1.0,2.0,1.0
5777,CNP0034138.1,CC(C)=CCCC(C)C1CCC2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)C1CC3,"4a-hydroxymethyl-4b-methyl-5a-cholesta-8,24-dien-3b-ol",0.90908974,0.91151434,0.172,0.1662164828898303,0.5397051407224576,0.01,EGFR MAPK1,428.70100000000025,7.06140000000001,2.0,2.0,1.0
5861,CNP0507089.2,C/C(=C\CC[C@@H](C)[C@H]1C[C@@](C)(O)C2=C3[C@H](O)C[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C)CO,Ganocasuarin A,0.91764516,0.94532794,0.245,0.1858420888752466,0.5734537972188117,0.38,EGFR MAPK1,488.70900000000046,4.716200000000005,4.0,5.0,0.0
5863,CNP0247814.1,C/C(=C\[C@@H](C)C1CCC2[C@]1(C)CCC1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3)[C@H](C)C(C)C,"5alpha,8alpha-epidioxy-23-methyl-(22E,24R)-ergosta-6,22-dien-3beta-OL",0.95377755,0.9004999,0.22,0.0118725738391623,0.5215375059597906,0.0783333333333333,EGFR MAPK1,442.68400000000025,6.863700000000009,1.0,3.0,1.0
5897,CNP0545131.1,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@H]2[C@H](O)C[C@H]2C3=C(CCC=C(CO)CO)C(=O)O[C@H]3C[C@@]21C,Simplifusidic acid C,0.9035536,0.915481,0.25,0.2133267316282645,0.5705903329070662,0.6875,EGFR MAPK1,488.6650000000004,3.5200000000000022,4.0,6.0,0.0
5902,CNP0145866.2,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C([C@@H](O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O,"(E,6R)-6-[(5R,10S,11S,13R,14R,17R)-11-hydroxy-4,4,10,13,14-pentamethyl-3,7-dioxo-2,5,6,11,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enoic acid",0.97124475,0.95416766,0.26,0.2766636840416769,0.6155190235104191,0.0,EGFR MAPK1,484.67700000000036,5.901800000000005,2.0,4.0,1.0
5977,CNP0521955.2,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O)CO,"(24E)-7alpha,26-dihydroxy-3-oxolanosta-8,24-diene",0.90432686,0.96501094,0.255,0.1114471208464721,0.5589462302116179,0.16,EGFR MAPK1,456.71100000000024,6.6305000000000085,2.0,3.0,1.0
6005,CNP0318302.1,CC(C)=C1CC[C@@H]2[C@@](C)(CC[C@]3(C)[C@@H]([C@H](C)CC/C=C(\C)C(=O)O)CC[C@@]23C)[C@@H]1CCCO,"3,4-secocucurbita-4,24E-diene-3-hydroxy-26-carboxylic acid",0.902549,0.9595703,0.19,0.093195223381726,0.5363286308454316,0.0,EGFR MAPK1,458.7270000000003,7.791400000000008,2.0,2.0,1.0
6010,CNP0378982.2,C[C@H](CCC(O)C(C)(O)CO)C1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,,0.9504551,0.932976,0.21,0.0453524511196654,0.5346958877799164,0.0,EGFR MAPK1,488.7090000000004,5.004300000000005,3.0,5.0,1.0
6015,CNP0571624.2,C/C(=C\CC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@H]3O)CO,"(24E)-3beta,7alpha,15alpha,26-tetrahydroxylanosta-8,24-diene",0.9365683,0.91051334,0.215,0.2545397810628709,0.5791553552657176,0.81,EGFR MAPK1,474.7260000000003,5.3931000000000076,4.0,4.0,1.0
6016,CNP0581422.2,C/C(C=O)=C\CC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O,"(24E)-7alpha,15alpha-dihydroxy-3-oxolanosta-8,24-dien-26-AL",0.9264243,0.9098056,0.175,0.0920666947549666,0.5258241486887416,0.555,EGFR MAPK1,470.69400000000036,5.807900000000007,2.0,4.0,1.0
6045,CNP0501867.1,CC1=C2C3=C(CC[C@H]2C(C)(C)[C@@H](O)C1)[C@]1(C)C[C@H](O)[C@H]([C@H](C)CC/C=C(/C)CO)[C@@]1(C)CC3,"(3beta,16beta,24Z)-3,16,27-trihydroxy-1-methyl-19-norlanosta-1(10),8,24-triene",0.9141545,0.9512586,0.19,0.1218647679530367,0.5443194669882592,0.12,EGFR MAPK1,456.7110000000003,6.342400000000008,3.0,3.0,1.0
6135,CNP0233787.1,CC(=O)O[C@H](/C=C/C(C)(C)O)[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3,"(20S,22S,23E)-22O-acetyl-25-hydroxylanosta-8,23(E)-dien-3-one",0.91396254,0.91413987,0.26,0.0854351463492395,0.5433843890873099,0.1083333333333333,EGFR MAPK1,498.7480000000005,7.199700000000009,1.0,4.0,1.0
6139,CNP0219523.2,CC(=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C([C@@H](O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3=O)CO,11beta-hydroxy-lucidadiol,0.93434656,0.91221225,0.24,0.1145053686869041,0.5502660446717259,0.07,EGFR MAPK1,472.7100000000003,5.601300000000006,3.0,4.0,1.0
6150,CNP0378982.3,C[C@H](CC[C@H](O)[C@@](C)(O)CO)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,"(24S,25R)-24,25-dihydroxy-3,7-dioxo-5alpha-lanost-8-en-26-ol",0.9504551,0.932976,0.21,0.0453524511196654,0.5346958877799164,0.16,EGFR MAPK1,488.7090000000004,5.004300000000005,3.0,5.0,1.0
6152,CNP0360078.1,CC(C)=C1CC[C@@H]2[C@@](C)(CC[C@]3(C)[C@@H]([C@H](C)CC/C=C(\C)C(=O)O)CC[C@@]23C)[C@@H]1CCC(=O)O,"(24E)-3,4-Secocucurbita-4,24-diene-3,26-dioic acid",0.90631205,0.91556734,0.17,0.1843042235961471,0.5440459033990367,0.36,EGFR MAPK1,472.7100000000003,7.883700000000007,2.0,2.0,1.0
6156,CNP0355621.1,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,Ganoleuconin H,0.94082105,0.95203125,0.24,0.2879284848529909,0.6051951962132477,0.015,EGFR MAPK1,484.6770000000004,4.990100000000005,2.0,5.0,0.0
6169,CNP0355617.1,C[C@H](CCC=C(CO)CO)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,Ganoleuconin G,0.92946565,0.9605003,0.265,0.2381073851530298,0.5982683337882575,0.2816666666666666,EGFR MAPK1,486.6930000000004,4.781900000000006,3.0,5.0,0.0
6173,CNP0280760.1,CC(C)[C@@H](C)C=C[C@@H](C)[C@H]1CC[C@@H]2[C@]13CC[C@@]1(O)[C@@]4(C)CC[C@H](O)C[C@@]4(O)C=C[C@@]21OC3,"(1S,4R,5S,8S,10R,13R,14R,17R)-17-[(2R,5R)-5,6-dimethylhept-3-en-2-yl]-5-methyl-19-oxapentacyclo[11.4.2.01,14.04,13.05,10]nonadec-11-ene-4,8,10-triol",0.9387762,0.9045666,0.34,0.0039735857228329,0.5468290964307081,0.145,EGFR MAPK1,444.65600000000023,4.629300000000006,3.0,4.0,0.0
6201,CNP0362613.1,C=C(CO)C(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,"27-hydroxylanosta-8,25-diene-3,7,24-trione",0.9417541,0.9364124,0.25,0.0952961212037172,0.5558656553009292,0.125,EGFR MAPK1,468.6780000000004,6.017700000000007,1.0,4.0,1.0
6547,CNP0127101.1,C=C1COC(=O)CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CC(=O)C=C(C)C)CC[C@@]2(C)[C@@H]4CC[C@@H]13,Rel-Carinatin F,0.92073905,0.9285102,0.27,0.0051913799728906,0.5311101574932227,0.01,EGFR MAPK1,452.6790000000003,7.060200000000009,0.0,3.0,1.0
6558,CNP0591966.1,C=C(C)[C@H]1CC[C@@](C)(O)[C@@H]1/C=C/C(C)=C/[C@@H]1C[C@@]23[C@H](OCCC[C@@H]2/C(=C(\C)C=O)CC[C@]3(C)O)O1,"(2E)-2-[(1R,3S,5R,10R,14S)-14-hydroxy-3-[(1E,3E)-4-[(1R,2R,5S)-2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl]-2-methylbuta-1,3-dienyl]-14-methyl-4,6-dioxatricyclo[8.4.0.01,5]tetradecan-11-ylidene]propanal",0.9484306,0.922739,0.22,0.0767679558204388,0.5419843889551097,0.29,EGFR MAPK1,484.6770000000004,5.430400000000007,2.0,5.0,1.0
6569,CNP0147202.1,C[C@@H](CC[C@H]1OC1(C)C)[C@@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C(C)(C)O)OCCC[C@H]4[C@]3(C)CC[C@@]12C,"(24R)-24,25-EPOXYSUNPOLLENOL",0.97161776,0.9298478,0.19,0.0145428560546727,0.5265021040136681,0.03,EGFR MAPK1,460.74300000000034,7.1491000000000104,1.0,3.0,1.0
6573,CNP0173034.1,C=C(/C=C/C=C(\C)CCC=C(C)C)[C@@H]1CC[C@]2([C@H](CCCO)/C(=C(/C)C=O)CC[C@]2(C)O)[C@@H]1O,NSC631940,0.9385414,0.90207326,0.28,0.2543675585839589,0.5937455546459898,0.01,EGFR MAPK1,470.6940000000003,5.997700000000009,3.0,4.0,1.0
6590,CNP0544365.1,C=C(C)[C@@H]1CC=C2CC[C@]3(C(=O)O)[C@H](CC[C@@H]4[C@@]5(C)C=C[C@](C)(CO)[C@@H]5CC[C@]43C)[C@H]21,"(1S,2R,5R,6S,9R,10R,13R,14R,15R)-6-(hydroxymethyl)-2,6,9-trimethyl-15-prop-1-en-2-ylpentacyclo[11.7.0.02,10.05,9.014,18]icosa-7,17-diene-1-carboxylic acid",0.9117974,0.91174364,0.259090909090909,0.0346130365936679,0.5293112464211441,0.0,EGFR MAPK1,424.6250000000002,6.007000000000007,2.0,2.0,1.0
6600,CNP0360078.2,CC(C)=C1CC[C@@H]2[C@@](C)(CC[C@]3(C)[C@@H]([C@@H](C)CC/C=C(\C)C(=O)O)CC[C@@]23C)[C@@H]1CCC(=O)O,,0.90631205,0.91556734,0.17,0.1843042235961471,0.5440459033990367,0.0,EGFR MAPK1,472.7100000000003,7.883700000000007,2.0,2.0,1.0
6792,CNP0521692.1,COC1=NC(C/C=C(\C)C/C=C/C(C)=C/[C@@H](C)[C@@H](OC)C2(C)OC2C)=C(C)C(O)=C1OC,Piericidin-D1,0.9851727,0.90754676,0.3002,0.0087966230175731,0.5504290207543932,0.1,EGFR MAPK1,445.6000000000003,5.322720000000007,1.0,6.0,1.0
6839,CNP0123691.2,C=C1C(=O)OC2C[C@@H]3[C@]4(CC[C@]5(C)C(C(C)CC/C=C(\C)C=O)CC[C@@]35C)C[C@]4(CCC(=O)O)[C@H]12,,0.93988925,0.9400216,0.185,0.0502241488345657,0.5287837497086414,0.095,EGFR MAPK1,482.66100000000034,6.123300000000006,1.0,4.0,1.0
6878,CNP0569666.0,CCOC(=O)C1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C2C1,"ethyl 2,4a,6a,6b,9,9,12a-heptamethyl-10-oxo-3,4,5,6,6a,7,8,8a,11,12,13,14b-dodecahydro-1H-picene-2-carboxylate",0.9196198,0.90241086,0.22,0.1584536530828613,0.5501210782707153,0.0,EGFR MAPK1,482.74900000000036,7.92030000000001,0.0,3.0,1.0
6901,CNP0145866.3,C/C(=C/CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C(O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O,"(Z,6R)-6-[(5R,10S,13R,14R,17R)-11-hydroxy-4,4,10,13,14-pentamethyl-3,7-dioxo-2,5,6,11,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enoic acid",0.97124475,0.95416766,0.26,0.2766636840416769,0.6155190235104191,0.12,EGFR MAPK1,484.67700000000036,5.901800000000005,2.0,4.0,1.0
6903,CNP0591966.2,C=C(C)[C@@H]1CC[C@](C)(O)[C@H]1/C=C/C(C)=C/[C@H]1C[C@@]23[C@H](OCCC[C@@H]2/C(=C(/C)C=O)CC[C@]3(C)O)O1,"(2Z)-2-[(1R,3R,5R,10R,14S)-14-hydroxy-3-[(1E,3E)-4-[(1S,2S,5R)-2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl]-2-methylbuta-1,3-dienyl]-14-methyl-4,6-dioxatricyclo[8.4.0.01,5]tetradecan-11-ylidene]propanal",0.9484306,0.922739,0.22,0.0767679558204388,0.5419843889551097,0.6233333333333334,EGFR MAPK1,484.6770000000004,5.430400000000007,2.0,5.0,1.0
6905,CNP0333924.2,C/C(=C/[C@@H](O)C[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C)CO,"(5R,9R,10R,13S,14S,17S)-17-[(Z,2S,4S)-4,7-dihydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-1,2,5,6,9,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",0.92149216,0.9257027,0.2,0.0462049590740475,0.523349954768512,0.6890000000000001,EGFR MAPK1,456.71100000000035,6.486400000000008,2.0,3.0,1.0
6915,CNP0214457.3,C[C@@H](O)/C=C/[C@@]1(O)[C@@H](C)C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CC1(C)C,,0.90853804,0.90150255,0.265,0.0659483259851385,0.5352472289962846,0.0,EGFR MAPK1,390.47300000000007,-0.7042999999999999,6.0,8.0,1.0
6927,CNP0591966.3,C=C(C)[C@@H]1CC[C@](C)(O)[C@H]1/C=C/C(C)=C/[C@@H]1C[C@@]23[C@H](OCCC[C@@H]2/C(=C(\C)C=O)CC[C@]3(C)O)O1,"(2E)-2-[(1R,3S,5R,10R,14S)-14-hydroxy-3-[(1E,3E)-4-[(1S,2S,5R)-2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl]-2-methylbuta-1,3-dienyl]-14-methyl-4,6-dioxatricyclo[8.4.0.01,5]tetradecan-11-ylidene]propanal",0.9484306,0.922739,0.22,0.0767679558204388,0.5419843889551097,0.0,EGFR MAPK1,484.6770000000004,5.430400000000007,2.0,5.0,1.0
6941,CNP0147202.2,C[C@@H](CC[C@@H]1OC1(C)C)[C@@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C(C)(C)O)OCCC[C@H]4[C@]3(C)CC[C@@]12C,"(24S)-24,25-Epoxysunpollenol",0.97161776,0.9298478,0.19,0.0145428560546727,0.5265021040136681,0.1433333333333333,EGFR MAPK1,460.74300000000034,7.1491000000000104,1.0,3.0,1.0
6942,CNP0163307.1,C[C@@H](CC[C@@H](O)C(C)(C)O)[C@@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C(C)(C)O)OCCC[C@H]4[C@]3(C)CC[C@@]12C,"(24R)-24,25-Dihydroxysunpollenol",0.9862433,0.9271122,0.24,0.0155743292481028,0.5422324573120257,0.63,EGFR MAPK1,478.7580000000004,6.103500000000008,3.0,4.0,1.0
7019,CNP0591966.4,C=C(C)[C@@H]1CC[C@](C)(O)[C@H]1/C=C/C(C)=C/[C@@H]1C[C@@]23[C@H](OCCC[C@@H]2/C(=C(/C)C=O)CC[C@]3(C)O)O1,"(2Z)-2-[(1R,3S,5R,10R,14S)-14-hydroxy-3-[(1E,3E)-4-[(1S,2S,5R)-2-hydroxy-2-methyl-5-prop-1-en-2-ylcyclopentyl]-2-methylbuta-1,3-dienyl]-14-methyl-4,6-dioxatricyclo[8.4.0.01,5]tetradecan-11-ylidene]propanal",0.9484306,0.922739,0.22,0.0767679558204388,0.5419843889551097,0.0,EGFR MAPK1,484.6770000000004,5.430400000000007,2.0,5.0,1.0
